Filename,SegCellCount,NucleiCount,CellID,MandersMOC,Mandersk1,Mandersk2,MandersM1,MandersM2,PearsonCoeff,SumGolATG9,totATG9A,MajorAxisLength,MinorAxisLength,nCell,NucDis,gCell,GolATG9Dis,pCell,nonGolATG9Dis
,,,3,0.583947,0.194978,1.74889,0.90615,0.855107,0.479673,1.71568e+06,9.16872e+07,51.6754,35.3697,3,1.99899,1,4.41496,1,11.4304
,,,4,0.551774,0.255362,1.19224,0.917061,0.810776,0.480373,1.10945e+07,7.83987e+07,43.8443,32.567,4,1.52947,1,6.55592,1,9.22423
,,,,,,,,,,,,,,,,1,7.63122,1,13.8522
,,,,,,,,,,,,,,,,2,3.7338,1,15.0187
,,,,,,,,,,,,,,,,2,4.37657,2,9.52167
,,,,,,,,,,,,,,,,2,5.01876,2,7.05214
,,,,,,,,,,,,,,,,2,3.6961,2,5.58887
,,,,,,,,,,,,,,,,2,7.21437,3,15.2398
,,,,,,,,,,,,,,,,2,2.21022,3,13.2112
,,,,,,,,,,,,,,,,2,0.741279,3,12.9478
,,,,,,,,,,,,,,,,2,0.983301,3,12.9311
,,,,,,,,,,,,,,,,2,1.04074,3,3.42974
,,,,,,,,,,,,,,,,2,3.02195,3,7.94976
,,,,,,,,,,,,,,,,3,6.44773,3,8.36575
,,,,,,,,,,,,,,,,3,6.21144,3,10.157
,,,,,,,,,,,,,,,,4,9.58821,3,16.459
,,,,,,,,,,,,,,,,4,7.52067,3,13.8949
,,,,,,,,,,,,,,,,4,7.48731,3,15.9886
,,,,,,,,,,,,,,,,4,9.53775,4,13.1569
,,,,,,,,,,,,,,,,4,2.569,4,11.5402
,,,,,,,,,,,,,,,,,,4,9.28516
,,,,,,,,,,,,,,,,,,4,10.8135
,,,,,,,,,,,,,,,,,,4,6.67943
,,,,,,,,,,,,,,,,,,4,13.8391
,,,,,,,,,,,,,,,,,,4,13.1625
,,,,,,,,,,,,,,,,,,4,11.0857
,,,,,,,,,,,,,,,,,,4,11.3409
,,,,,,,,,,,,,,,,,,4,9.43816
,,,,,,,,,,,,,,,,,,4,15.0752
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_002_crop.nd2,4,4,1,0.646203,0.19647,2.1254,0.898268,0.79496,0.571615,1.97824e+07,9.84144e+07,39.9257,33.0727,1,0.675782,1,2.4083,1,7.55555
,,,2,0.609918,0.308181,1.20708,0.855033,0.833109,0.548998,1.11191e+07,8.27172e+07,40.1749,34.4882,2,1.43038,1,1.1518,1,6.19241
,,,3,0.562709,0.267563,1.18343,0.753289,0.836637,0.519277,1.46405e+07,8.23513e+07,37.0384,33.3257,3,0.891628,1,1.28483,2,
,,,4,0.589062,0.336486,1.03123,0.742291,0.792656,0.545113,9.47764e+06,7.12014e+07,39.5215,32.5341,4,0.374069,1,3.24711,3,4.45245
,,,,,,,,,,,,,,,,2,10.0643,3,6.43587
,,,,,,,,,,,,,,,,2,8.27788,4,6.41698
,,,,,,,,,,,,,,,,2,9.06266,,
,,,,,,,,,,,,,,,,2,6.61134,,
,,,,,,,,,,,,,,,,2,3.02408,,
,,,,,,,,,,,,,,,,2,2.85128,,
,,,,,,,,,,,,,,,,2,6.39259,,
,,,,,,,,,,,,,,,,2,7.51879,,
,,,,,,,,,,,,,,,,2,2.28346,,
,,,,,,,,,,,,,,,,3,0.454283,,
,,,,,,,,,,,,,,,,3,3.33822,,
,,,,,,,,,,,,,,,,4,4.06123,,
,,,,,,,,,,,,,,,,4,3.20124,,
,,,,,,,,,,,,,,,,4,1.2003,,
,,,,,,,,,,,,,,,,4,1.2913,,
,,,,,,,,,,,,,,,,4,3.09495,,
,,,,,,,,,,,,,,,,4,0.747809,,
,,,,,,,,,,,,,,,,4,4.38994,,
,,,,,,,,,,,,,,,,4,3.75212,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_003_crop.nd2,4,4,1,0.54245,0.276001,1.06613,0.797658,0.837808,0.494456,1.56208e+07,8.2187e+07,43.7085,29.0278,1,0.718386,1,0.187483,1,5.71939
,,,2,0.547457,0.295837,1.01309,0.817836,0.860235,0.486854,4.49982e+06,8.87412e+07,50.8757,30.3037,2,0.894415,1,5.56121,1,2.31518
,,,3,0.544737,0.328599,0.903041,0.775824,0.862276,0.489905,3.29161e+06,6.57274e+07,44.1877,25.8004,3,0.690219,1,5.89052,1,11.7493
,,,4,0.506083,0.232933,1.09954,0.792078,0.81689,0.438058,6.54512e+06,8.73013e+07,54.9593,27.6701,4,0.755426,1,5.98879,2,7.11552
,,,,,,,,,,,,,,,,2,1.84581,2,6.27012
,,,,,,,,,,,,,,,,2,1.27121,3,
,,,,,,,,,,,,,,,,2,5.58696,4,8.61086
,,,,,,,,,,,,,,,,3,4.51183,,
,,,,,,,,,,,,,,,,3,3.86557,,
,,,,,,,,,,,,,,,,3,4.41791,,
,,,,,,,,,,,,,,,,3,2.5549,,
,,,,,,,,,,,,,,,,4,5.02904,,
,,,,,,,,,,,,,,,,4,7.97823,,
,,,,,,,,,,,,,,,,4,1.47672,,
,,,,,,,,,,,,,,,,4,4.21299,,
,,,,,,,,,,,,,,,,4,5.33511,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_004_crop.nd2,4,4,1,0.539978,0.451576,0.645685,0.800332,0.84705,0.485025,5.25492e+06,5.89258e+07,42.3046,34.7154,1,0.297638,1,2.45614,1,
,,,2,0.574808,0.315175,1.04832,0.797387,0.843077,0.520698,1.68879e+07,6.58293e+07,46.8019,29.8323,2,1.32663,1,4.34829,2,9.36133
,,,3,0.571798,0.27599,1.18465,0.772231,0.827242,0.523747,5.73888e+06,7.21594e+07,43.8322,33.3663,3,0.469011,1,1.39369,3,10.4871
,,,4,0.528818,0.233132,1.19953,0.794478,0.843906,0.471859,1.20226e+07,7.32961e+07,44.1182,33.257,4,0.611022,1,10.1998,3,7.9522
,,,,,,,,,,,,,,,,1,8.84367,4,4.28443
,,,,,,,,,,,,,,,,1,7.62512,4,9.44852
,,,,,,,,,,,,,,,,1,10.2635,4,13.789
,,,,,,,,,,,,,,,,2,2.98027,4,18.754
,,,,,,,,,,,,,,,,2,1.50643,4,20.7169
,,,,,,,,,,,,,,,,2,3.38358,4,13.7717
,,,,,,,,,,,,,,,,2,1.67453,4,9.76886
,,,,,,,,,,,,,,,,2,1.56941,4,10.9447
,,,,,,,,,,,,,,,,2,8.04701,4,7.53503
,,,,,,,,,,,,,,,,3,2.18801,,
,,,,,,,,,,,,,,,,3,1.13682,,
,,,,,,,,,,,,,,,,3,2.82315,,
,,,,,,,,,,,,,,,,3,0.174904,,
,,,,,,,,,,,,,,,,4,1.81026,,
,,,,,,,,,,,,,,,,4,1.79177,,
,,,,,,,,,,,,,,,,4,3.65017,,
,,,,,,,,,,,,,,,,4,1.41099,,
,,,,,,,,,,,,,,,,4,0.393289,,
,,,,,,,,,,,,,,,,4,2.02017,,
,,,,,,,,,,,,,,,,4,4.24633,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_005_crop.nd2,6,6,1,0.566435,0.237354,1.35177,0.93477,0.741774,0.441474,1.75051e+06,6.36355e+07,47.6679,28.8699,1,1.38205,1,7.0962,1,1.56073
,,,2,0.562588,0.214964,1.47236,0.86343,0.837673,0.467769,5.84029e+06,8.07687e+07,46.4376,35.3617,2,2.25243,1,7.44646,1,5.94049
,,,3,0.559562,0.206065,1.51947,0.876939,0.830573,0.469753,7.14401e+06,8.49361e+07,41.7956,37.9532,3,1.6254,2,5.71567,1,3.52302
,,,4,0.572385,0.226524,1.44631,0.909666,0.827448,0.474244,1.51602e+07,9.55174e+07,45.7066,31.3061,4,1.97109,2,6.59972,1,2.5539
,,,5,0.5152,0.207759,1.27759,0.825103,0.856412,0.426924,990763,8.22362e+07,40.2241,34.6732,5,0.438824,2,7.69523,2,
,,,6,0.551263,0.213187,1.42547,0.887499,0.823186,0.449425,8.90876e+06,9.04603e+07,46.6777,33.0729,6,1.18321,2,6.92627,3,12.2756
,,,,,,,,,,,,,,,,2,2.77387,3,12.4675
,,,,,,,,,,,,,,,,2,7.53082,3,17.9395
,,,,,,,,,,,,,,,,2,2.46275,3,8.96251
,,,,,,,,,,,,,,,,3,5.90716,3,21.3731
,,,,,,,,,,,,,,,,3,5.30828,3,13.0726
,,,,,,,,,,,,,,,,3,4.32519,3,15.0693
,,,,,,,,,,,,,,,,3,1.3412,3,15.8285
,,,,,,,,,,,,,,,,3,1.66012,3,19.5564
,,,,,,,,,,,,,,,,3,2.64631,3,11.2841
,,,,,,,,,,,,,,,,3,5.11023,3,9.40749
,,,,,,,,,,,,,,,,3,9.78259,3,8.34278
,,,,,,,,,,,,,,,,3,8.8874,3,6.01509
,,,,,,,,,,,,,,,,4,5.64153,3,1.6254
,,,,,,,,,,,,,,,,4,4.66538,4,10.618
,,,,,,,,,,,,,,,,4,3.43972,4,12.5103
,,,,,,,,,,,,,,,,4,3.10055,4,11.8029
,,,,,,,,,,,,,,,,4,2.94213,4,11.0392
,,,,,,,,,,,,,,,,4,1.31939,4,8.2458
,,,,,,,,,,,,,,,,4,4.28625,4,11.0787
,,,,,,,,,,,,,,,,4,2.61393,4,7.9435
,,,,,,,,,,,,,,,,4,5.05786,4,9.16853
,,,,,,,,,,,,,,,,5,2.46971,5,5.53222
,,,,,,,,,,,,,,,,5,2.57906,6,10.7459
,,,,,,,,,,,,,,,,5,4.15819,6,10.3758
,,,,,,,,,,,,,,,,6,1.21172,6,12.1065
,,,,,,,,,,,,,,,,6,2.48796,,
,,,,,,,,,,,,,,,,6,3.28449,,
,,,,,,,,,,,,,,,,6,6.9505,,
,,,,,,,,,,,,,,,,6,3.35449,,
,,,,,,,,,,,,,,,,6,8.60161,,
,,,,,,,,,,,,,,,,6,7.98564,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_006.nd2,4,4,1,0.529992,0.319728,0.878533,0.910215,0.880848,0.443226,3.58012e+06,1.08047e+08,50.939,40.9796,1,1.66949,1,7.07678,1,20.4894
,,,2,0.546754,0.232849,1.28384,0.921113,0.832208,0.432544,964160,8.13817e+07,43.216,33.7066,2,1.22236,1,6.64528,1,19.9194
,,,3,0.477001,0.227118,1.00181,0.84246,0.839026,0.374277,,8.09681e+07,41.9567,38.8992,3,1.73555,1,10.6475,1,25.9813
,,,4,0.635099,0.194975,2.06873,0.951041,0.843151,0.510574,,7.85543e+07,39.1282,31.4076,4,1.63693,1,10.8139,1,12.0092
,,,,,,,,,,,,,,,,1,12.013,2,19.2014
,,,,,,,,,,,,,,,,1,5.35308,2,14.5039
,,,,,,,,,,,,,,,,2,3.36954,2,18.6815
,,,,,,,,,,,,,,,,3,,2,14.8595
,,,,,,,,,,,,,,,,4,,3,
,,,,,,,,,,,,,,,,,,4,5.60534
,,,,,,,,,,,,,,,,,,4,5.66795
,,,,,,,,,,,,,,,,,,4,3.83621
,,,,,,,,,,,,,,,,,,4,3.11258
,,,,,,,,,,,,,,,,,,4,4.25873
,,,,,,,,,,,,,,,,,,4,2.78212
,,,,,,,,,,,,,,,,,,4,5.26998
,,,,,,,,,,,,,,,,,,4,5.78597
,,,,,,,,,,,,,,,,,,4,7.69909
,,,,,,,,,,,,,,,,,,4,8.57793
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_007_crop.nd2,4,4,1,0.520042,0.270556,0.999587,0.736267,0.799922,0.456747,2.54444e+06,7.39102e+07,44.4588,38.3616,1,0.0943651,1,6.11681,1,
,,,2,0.532572,0.297359,0.953839,0.855075,0.81787,0.444435,6.76417e+06,7.49818e+07,49.426,33.153,2,1.19265,1,8.3326,2,24.4401
,,,3,0.547094,0.184984,1.61805,0.834298,0.812855,0.448459,3.07674e+06,7.65891e+07,47.2398,34.877,3,0.507569,2,6.39306,3,23.006
,,,4,0.574768,0.223892,1.47553,0.906149,0.810599,0.468627,2.95344e+06,8.43601e+07,53.6563,30.7931,4,1.65638,2,5.45872,3,22.3574
,,,,,,,,,,,,,,,,2,6.62594,3,23.3557
,,,,,,,,,,,,,,,,2,8.64329,3,7.27666
,,,,,,,,,,,,,,,,3,3.16852,4,3.06209
,,,,,,,,,,,,,,,,3,2.63696,4,7.7235
,,,,,,,,,,,,,,,,3,5.54667,4,2.95711
,,,,,,,,,,,,,,,,3,6.40079,4,2.18829
,,,,,,,,,,,,,,,,4,5.86656,4,4.29413
,,,,,,,,,,,,,,,,4,6.03625,,
,,,,,,,,,,,,,,,,4,4.17091,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_008.nd2,9,8,1,0.543986,0.15341,1.92896,0.776536,0.804935,0.435576,7.21107e+06,7.88427e+07,43.2243,34.3068,1,0.119887,1,7.70994,1,
,,,2,0.529617,0.154646,1.81379,0.803757,0.82779,0.439896,7.54347e+06,7.73094e+07,48.8642,27.4119,2,1.39783,1,6.08126,2,
,,,3,0.648888,0.276242,1.52423,0.821502,0.912346,0.576101,388707,2.85561e+07,30.5501,16.6675,3,,1,1.15206,3,
,,,5,0.347477,0.103996,1.16101,0.695918,0.718507,0.266411,2.25616e+06,2.42809e+07,30.8194,16.8332,4,0.231054,1,3.13762,4,4.89387
,,,6,0.542922,0.190483,1.54746,0.765441,0.773377,0.452695,610896,5.42475e+07,39.8274,32.0019,5,0.714823,1,6.02431,5,
,,,7,0.448499,0.200578,1.00286,0.828849,0.8453,0.342826,651122,5.30315e+07,42.4512,24.0296,6,0.895124,1,2.66176,6,14.7539
,,,8,0.495726,0.260482,0.943423,0.871491,0.853324,0.402578,1.27683e+06,6.08589e+07,41.1772,31.544,7,0.348277,2,2.88172,6,7.68311
,,,9,0.584131,0.18057,1.88963,0.888159,0.853006,0.471707,405658,5.00219e+07,39.0412,23.404,8,1.48063,2,3.20085,6,13.1737
,,,9,0.537273,0.16829,1.71527,0.876249,0.842484,0.41266,,4.78277e+07,40.1919,22.061,9,0.988879,2,3.66482,7,10.8398
,,,,,,,,,,,,,,,,2,7.12063,7,10.3131
,,,,,,,,,,,,,,,,3,1.75756,7,9.15169
,,,,,,,,,,,,,,,,3,0.209059,7,7.9367
,,,,,,,,,,,,,,,,3,3.08822,7,6.09478
,,,,,,,,,,,,,,,,4,,7,9.76165
,,,,,,,,,,,,,,,,5,2.58157,8,7.94871
,,,,,,,,,,,,,,,,5,5.61109,8,7.64628
,,,,,,,,,,,,,,,,5,3.92598,8,18.6322
,,,,,,,,,,,,,,,,6,11.344,9,18.4437
,,,,,,,,,,,,,,,,7,5.73703,9,6.77321
,,,,,,,,,,,,,,,,8,7.99722,9,4.9797
,,,,,,,,,,,,,,,,8,6.15567,9,14.895
,,,,,,,,,,,,,,,,9,6.3036,9,16.5157
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_009_crop.nd2,5,4,1,0.561222,0.229525,1.37227,0.808044,0.768693,0.485225,6.3147e+06,6.91139e+07,41.2789,32.7045,1,0.560255,1,3.8521,1,
,,,2,0.517621,0.221766,1.20817,0.760451,0.811851,0.446749,6.51906e+06,4.62535e+07,32.6014,26.6857,2,,1,2.2651,2,
,,,3,0.549249,0.200914,1.50151,0.811484,0.788244,0.474263,5.84086e+06,8.36748e+07,43.1418,32.5304,3,0.2908,1,2.498,3,
,,,5,0.368653,0.0846474,1.60555,0.652288,0.645047,0.243276,8.86303e+06,3.22377e+07,34.3866,19.9656,4,0.886404,2,5.04003,4,
,,,5,0.552495,0.191174,1.59672,0.831713,0.735817,0.465963,,8.35382e+07,38.6622,35.0296,5,0.627764,2,2.92034,5,
,,,,,,,,,,,,,,,,2,8.27802,,
,,,,,,,,,,,,,,,,2,6.43529,,
,,,,,,,,,,,,,,,,2,8.72783,,
,,,,,,,,,,,,,,,,3,5.51363,,
,,,,,,,,,,,,,,,,3,2.89979,,
,,,,,,,,,,,,,,,,3,2.3144,,
,,,,,,,,,,,,,,,,3,3.13208,,
,,,,,,,,,,,,,,,,3,1.61762,,
,,,,,,,,,,,,,,,,3,2.74441,,
,,,,,,,,,,,,,,,,3,2.08844,,
,,,,,,,,,,,,,,,,3,3.02499,,
,,,,,,,,,,,,,,,,4,,,
,,,,,,,,,,,,,,,,5,3.63011,,
,,,,,,,,,,,,,,,,5,1.22944,,
,,,,,,,,,,,,,,,,5,7.0965,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_010.nd2,4,4,1,0.526901,0.200147,1.3871,0.856876,0.861548,0.438087,1.53292e+07,1.25864e+08,59.0703,35.76,1,1.94197,1,7.63639,1,12.2607
,,,2,0.509022,0.163987,1.58002,0.823787,0.740285,0.41745,1.25993e+07,1.98003e+08,63.1036,53.1587,2,1.88019,1,2.40025,1,9.1762
,,,3,0.551259,0.277006,1.09704,0.888738,0.838125,0.446398,1.21885e+06,1.02149e+08,47.6323,41.7529,3,1.98261,1,3.94903,1,8.21754
,,,4,0.548018,0.177144,1.69537,0.830975,0.777056,0.462104,1.39558e+07,1.70184e+08,62.9982,48.3645,4,1.56887,1,5.75302,1,6.92582
,,,,,,,,,,,,,,,,1,4.00562,2,28.2689
,,,,,,,,,,,,,,,,1,11.2044,2,27.6211
,,,,,,,,,,,,,,,,1,8.78324,2,10.5866
,,,,,,,,,,,,,,,,1,10.7548,2,30.3873
,,,,,,,,,,,,,,,,1,9.30944,2,33.411
,,,,,,,,,,,,,,,,1,7.21098,3,
,,,,,,,,,,,,,,,,2,5.53183,4,36.6674
,,,,,,,,,,,,,,,,2,7.86242,4,11.8031
,,,,,,,,,,,,,,,,2,8.12563,4,11.6488
,,,,,,,,,,,,,,,,2,1.20274,4,14.9082
,,,,,,,,,,,,,,,,2,5.09353,4,9.3659
,,,,,,,,,,,,,,,,2,4.35811,4,28.4294
,,,,,,,,,,,,,,,,2,3.32722,,
,,,,,,,,,,,,,,,,2,0.814516,,
,,,,,,,,,,,,,,,,3,6.09655,,
,,,,,,,,,,,,,,,,3,9.88921,,
,,,,,,,,,,,,,,,,4,8.80304,,
,,,,,,,,,,,,,,,,4,6.24299,,
,,,,,,,,,,,,,,,,4,7.0655,,
,,,,,,,,,,,,,,,,4,5.27805,,
,,,,,,,,,,,,,,,,4,10.0855,,
,,,,,,,,,,,,,,,,4,9.1696,,
,,,,,,,,,,,,,,,,4,5.74011,,
,,,,,,,,,,,,,,,,4,6.43918,,
,,,,,,,,,,,,,,,,4,5.62718,,
,,,,,,,,,,,,,,,,4,2.05935,,
,,,,,,,,,,,,,,,,4,5.0596,,
,,,,,,,,,,,,,,,,4,3.66801,,
,,,,,,,,,,,,,,,,4,0.969051,,
,,,,,,,,,,,,,,,,4,2.81638,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_011.nd2,6,6,1,0.553788,0.176578,1.7368,0.759389,0.787234,0.49372,1.56652e+07,1.1357e+08,51.6901,31.332,1,1.12987,1,2.22097,1,9.24376
,,,2,0.57551,0.191655,1.72817,0.82664,0.775573,0.497161,1.30235e+06,9.80016e+07,41.7201,34.5616,2,1.64868,1,5.34136,1,8.64921
,,,3,0.618438,0.231685,1.6508,0.920431,0.870552,0.530593,1.97556e+07,7.58792e+07,34.0764,26.9293,3,2.43711,1,1.93186,1,7.29113
,,,4,0.536524,0.261304,1.10162,0.728883,0.748989,0.474021,6.9484e+06,6.02488e+07,36.5098,32.1948,4,1.10585,1,1.2825,1,8.07321
,,,5,0.606197,0.19766,1.85912,0.873624,0.762428,0.519248,4.38634e+06,7.93694e+07,37.5075,30.5516,5,2.19921,1,4.7323,1,5.36947
,,,6,0.522708,0.224083,1.21929,0.712745,0.795298,0.452521,3.37348e+06,7.54582e+07,50.9292,27.692,6,0.871995,2,0.977604,2,7.87036
,,,,,,,,,,,,,,,,2,6.16795,2,4.48603
,,,,,,,,,,,,,,,,3,7.25108,2,4.023
,,,,,,,,,,,,,,,,3,6.85255,2,1.63325
,,,,,,,,,,,,,,,,3,3.6891,2,0.65416
,,,,,,,,,,,,,,,,3,1.71958,2,3.75332
,,,,,,,,,,,,,,,,3,6.18977,2,4.3443
,,,,,,,,,,,,,,,,3,4.76454,3,7.61124
,,,,,,,,,,,,,,,,3,2.04841,3,9.78206
,,,,,,,,,,,,,,,,3,2.70291,4,
,,,,,,,,,,,,,,,,3,2.22399,5,
,,,,,,,,,,,,,,,,4,4.04283,6,
,,,,,,,,,,,,,,,,4,4.92088,,
,,,,,,,,,,,,,,,,5,2.39018,,
,,,,,,,,,,,,,,,,5,4.56117,,
,,,,,,,,,,,,,,,,5,3.86045,,
,,,,,,,,,,,,,,,,6,1.77407,,
,,,,,,,,,,,,,,,,6,4.48404,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_012.nd2,6,6,1,0.543424,0.142924,2.0662,0.786566,0.737344,0.442867,829454,8.98719e+07,48.263,33.0358,1,2.01596,1,2.38453,1,6.52615
,,,2,0.600021,0.185809,1.93761,0.834504,0.816469,0.535873,1.8234e+07,1.15384e+08,49.3857,33.4578,2,1.67535,1,2.09617,1,5.71306
,,,3,0.502447,0.199996,1.26229,0.793444,0.788782,0.429471,1.52248e+07,1.36873e+08,52.9826,39.8159,3,1.36032,2,7.89543,1,3.3431
,,,4,0.53224,0.20863,1.35781,0.728366,0.803995,0.476375,1.78445e+07,1.33187e+08,61.4961,35.6228,4,1.48024,2,5.18759,1,4.61147
,,,5,0.54201,0.289849,1.01355,0.808777,0.819201,0.475126,4.11937e+06,1.19006e+08,58.4126,34.9537,5,1.51597,2,2.79022,1,8.19731
,,,6,0.547151,0.202273,1.48005,0.747402,0.774366,0.483302,8.80371e+06,9.07514e+07,43.4829,36.3828,6,1.35791,2,0.450251,1,4.66793
,,,,,,,,,,,,,,,,2,5.99517,1,8.62971
,,,,,,,,,,,,,,,,2,3.76756,2,9.64214
,,,,,,,,,,,,,,,,2,4.81304,2,7.7755
,,,,,,,,,,,,,,,,2,2.23882,2,11.1621
,,,,,,,,,,,,,,,,2,7.19604,2,9.49711
,,,,,,,,,,,,,,,,2,7.58448,2,9.78633
,,,,,,,,,,,,,,,,3,2.02957,2,11.8507
,,,,,,,,,,,,,,,,3,8.43694,3,9.5244
,,,,,,,,,,,,,,,,3,2.63263,3,9.21872
,,,,,,,,,,,,,,,,3,7.31004,3,8.57709
,,,,,,,,,,,,,,,,3,4.37466,3,11.0609
,,,,,,,,,,,,,,,,4,6.77153,3,5.69728
,,,,,,,,,,,,,,,,4,3.18958,3,10.2723
,,,,,,,,,,,,,,,,4,1.4315,4,8.75949
,,,,,,,,,,,,,,,,4,5.96209,5,9.12824
,,,,,,,,,,,,,,,,4,4.40169,6,
,,,,,,,,,,,,,,,,4,2.27534,,
,,,,,,,,,,,,,,,,5,6.15168,,
,,,,,,,,,,,,,,,,5,6.86789,,
,,,,,,,,,,,,,,,,5,3.15731,,
,,,,,,,,,,,,,,,,5,2.38748,,
,,,,,,,,,,,,,,,,5,1.5816,,
,,,,,,,,,,,,,,,,5,9.70272,,
,,,,,,,,,,,,,,,,6,4.88641,,
,,,,,,,,,,,,,,,,6,3.6245,,
,,,,,,,,,,,,,,,,6,2.47006,,
,,,,,,,,,,,,,,,,6,5.3927,,
,,,,,,,,,,,,,,,,6,9.05557,,
,,,,,,,,,,,,,,,,6,0.806246,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_014_crop.nd2,4,4,1,0.50677,0.233637,1.09921,0.791144,0.815593,0.442398,1.59081e+07,1.1312e+08,47.3025,40.2264,1,0.98523,1,5.58791,1,12.0004
,,,2,0.598189,0.195697,1.82849,0.823148,0.847384,0.51698,1.28411e+07,1.14499e+08,56.0689,33.6136,2,1.36167,1,0.103276,1,9.11517
,,,3,0.543001,0.248094,1.18846,0.790133,0.851341,0.475107,8.65167e+06,8.76014e+07,50.7869,31.2185,3,0.958053,1,6.66376,1,6.86851
,,,4,0.494821,0.217691,1.12475,0.825924,0.859569,0.408672,1.2248e+07,1.19533e+08,51.6962,38.5115,4,1.51665,1,1.04568,1,5.64302
,,,,,,,,,,,,,,,,1,1.95885,1,8.35245
,,,,,,,,,,,,,,,,1,0.416976,1,6.78367
,,,,,,,,,,,,,,,,1,3.00846,1,13.2339
,,,,,,,,,,,,,,,,1,3.76689,1,6.04816
,,,,,,,,,,,,,,,,1,13.583,1,17.874
,,,,,,,,,,,,,,,,1,13.283,2,8.49844
,,,,,,,,,,,,,,,,2,2.97692,2,14.2536
,,,,,,,,,,,,,,,,2,4.06145,2,11.6263
,,,,,,,,,,,,,,,,2,1.70118,2,12.0242
,,,,,,,,,,,,,,,,2,3.17478,2,8.58582
,,,,,,,,,,,,,,,,2,2.57217,2,6.24186
,,,,,,,,,,,,,,,,2,3.77328,2,9.02302
,,,,,,,,,,,,,,,,2,0.560483,2,9.6038
,,,,,,,,,,,,,,,,2,1.97857,2,9.08763
,,,,,,,,,,,,,,,,2,5.42186,2,7.59166
,,,,,,,,,,,,,,,,2,5.63596,2,8.60199
,,,,,,,,,,,,,,,,2,4.21169,2,12.9336
,,,,,,,,,,,,,,,,2,5.1823,2,11.1592
,,,,,,,,,,,,,,,,3,5.81508,2,12.9128
,,,,,,,,,,,,,,,,3,2.61271,3,23.8072
,,,,,,,,,,,,,,,,3,3.05305,3,6.80272
,,,,,,,,,,,,,,,,3,6.4488,3,12.3695
,,,,,,,,,,,,,,,,3,5.09758,4,19.481
,,,,,,,,,,,,,,,,3,3.38159,4,10.6016
,,,,,,,,,,,,,,,,3,4.68087,4,8.67964
,,,,,,,,,,,,,,,,3,4.39662,4,8.79852
,,,,,,,,,,,,,,,,3,1.26416,4,1.68146
,,,,,,,,,,,,,,,,3,0.569593,4,10.6275
,,,,,,,,,,,,,,,,3,1.88197,4,9.661
,,,,,,,,,,,,,,,,4,9.2261,4,7.55393
,,,,,,,,,,,,,,,,4,4.97973,4,10.6107
,,,,,,,,,,,,,,,,4,5.00354,,
,,,,,,,,,,,,,,,,4,3.21586,,
,,,,,,,,,,,,,,,,4,3.32045,,
,,,,,,,,,,,,,,,,4,5.74077,,
,,,,,,,,,,,,,,,,4,3.57663,,
,,,,,,,,,,,,,,,,4,1.94668,,
,,,,,,,,,,,,,,,,4,8.70584,,
,,,,,,,,,,,,,,,,4,0.644486,,
,,,,,,,,,,,,,,,,4,4.50618,,
,,,,,,,,,,,,,,,,4,3.73905,,
,,,,,,,,,,,,,,,,4,4.98972,,
,,,,,,,,,,,,,,,,4,5.26356,,
ATG9-GolSeg_1Feb22_4019_000_W_NSW4019_TGN46-4888_ATG9-647_B_60X_015.nd2,9,7,1,0.536188,0.183175,1.56953,0.790415,0.777551,0.456958,9.40795e+06,8.30537e+07,40.7243,29.8426,1,1.00417,1,1.40088,1,7.49509
,,,2,0.589458,0.178062,1.95135,0.883794,0.837494,0.498096,1.64515e+07,9.78712e+07,42.1038,27.5218,2,1.54561,1,2.33072,1,8.11485
,,,3,0.50366,0.219367,1.15639,0.857075,0.808213,0.405896,4.18752e+06,9.08851e+07,52.0717,24.8585,3,1.48413,2,5.63692,2,9.48578
,,,4,0.538657,0.197112,1.47201,0.876471,0.800935,0.448835,8.83041e+06,1.06516e+08,42.0525,29.294,4,0.451183,2,2.41867,2,6.90695
,,,5,0.468928,0.324154,0.678361,0.796238,0.704738,0.407629,2.30583e+06,5.76276e+07,38.9536,29.1963,5,0.739452,2,2.76988,2,7.75946
